【  Yukikaki  by @WORDS_SCRAPER is licensed under a Creative Commons Attribution 4.0 International License.】【ctrl+↓で下に行けるぞ！】 【Feel free to use!】 NYタイムズ国際版（＝NYT）とかネット記事とかアニメを見て自分がわからなかった単語を書いている 数学のテキスト＝Fundamental Methods of Mathematical Economics、口、俗、話の区別はあまり厳密ではない,,,
distraught,取り乱した,ヱヴァンゲリヲン新劇場版:序,エヴァ暴走
second nature,（後天的な）習性、何も考えなくてもできるようになったもの,ヱヴァンゲリヲン新劇場版:序,
non combatant personnel,非戦闘要員,ヱヴァンゲリヲン新劇場版:序,
be wrapped up in oneself,自分のことばかり考えている,ヱヴァンゲリヲン新劇場版:序,最近の男は周りじゃなくて自分にしか興味ない文脈
accomplice,共犯,とある魔術の禁書目録,
put the move on,口説く、ナンパする,とある魔術の禁書目録,お姉さまにナンパしたの?の文脈
flea,ノミ,とある魔術の禁書目録,猫のノミ退治
blimp,飛行船,とある魔術の禁書目録,私あの飛行船嫌いなのよね
pound,（犬や猫などの）動物収容施設,とある魔術の禁書目録,この子がpoundに入ったらどんな扱いを受けるかわかりますか？私が保護しますの文脈
split hairs,細かいことに拘る、屁理屈,とある魔術の禁書目録,あなたが直接かかわっているかどうかは関係ないそこを気にするのは屁理屈だの文脈
amiss,不都合で、具合が悪い,とある魔術の禁書目録,
carcinogen,発がん性物質,とある魔術の禁書目録,焼肉には発がん性物質があるといって肉を多く食べようとする文脈
caress,愛撫、抱きしめること,とある魔術の禁書目録,黒子
saint,聖人,とある魔術の禁書目録,
dimwit,(話)ばか,とある魔術の禁書目録,
dust explosion,粉塵爆発,とある魔術の禁書目録,
visual acuity,視力,とある魔術の禁書目録,視力検査は20/20までしか測れない
mitotic,有糸分裂の、細胞分裂の,とある魔術の禁書目録,妹達の置かれた状況の説明
mow down,1.無差別に多くの人々を殺す、2.刈り取る,とある魔術の禁書目録,一方通行
intone,抑揚をつけずに話す,とある魔術の禁書目録,ミサカは答えます
glut,満たす、（商品を）過剰に供給する,NYT,供給が急激に増えて、需要が満たされる（became glut）~
gyrate,1.回転する、2.（規則的に）変動する,NYT,経済変動の文脈
bullwhip,牛をたたく鞭,NYT,bullwhip効果で
underdog,勝ち目がない人,NYT,テキサスのスタートアップが中国ロシアの国策企業と競争する記事
forlorn,希望のない、見捨てられた,NYT,a forlorn spot見捨てられた土地のようにも見えるが～
quixotic,極端に理想的な、非現実的な,NYT,宮崎駿のインタビュー記事
leprosy,ハンセン病,NYT,宮崎駿のインタビュー記事
impresario,興行主,NYT,彼は人に指図する経営者にはならず、現場で働く文脈。宮崎駿のインタビュー記事
unto,toの古語,NYT,宮崎駿のインタビュー記事
contour,輪郭,NYT,宮崎駿のインタビュー記事
secular,世俗的な、（経済学）長期的な,NYT,世俗的な聖人のようにも思われるが～。宮崎駿のインタビュー記事、経済学では secular stagnation 長期停滞
hagiography,聖人伝,NYT,同僚が聖人伝を否定して、実際の人物像を説明。宮崎駿のインタビュー記事
feature film,長編映画,NYT,宮崎駿のインタビュー記事
incendiary,焼夷弾,NYT,宮崎駿のインタビュー記事
flank,1.（名）側面、2.（動詞）側面に立つ,NYT,宮崎駿のインタビュー記事
toad,ヒキガエル,NYT,宮崎駿のインタビュー記事
whisk,1.素早く動く、2.(名)泡だて器,NYT,宮崎駿のインタビュー記事
visceral,1.内蔵の、2.直感的な,NYT,宮崎駿のインタビュー記事
munitions,軍需品,NYT,宮崎駿のインタビュー記事
abjure,（厳粛に）放棄する（領土、信仰）,NYT,宮崎駿のインタビュー記事
enshrine,祀る、大事なもの（権利、アイデア）を保存する,NYT,"宮崎駿のインタビュー記事、9条について。ロシアウクライナ問題でもロシアが停戦の条件にNATO非加盟を明記した憲法を条件にした文脈で、,enshrined in its constitution that it had no plans to join Natoと。"
conscript,徴兵,NYT,宮崎駿のインタビュー記事
deadpan,無表情な、感情を表に出さない,NYT,宮崎駿のインタビュー記事
re-enactment,再現,NYT,宮崎駿のインタビュー記事
ravine,渓谷,NYT,宮崎駿のインタビュー記事
hubris,自信過剰、傲慢,NYT,宮崎駿のインタビュー記事
small fry,取るに足らない人,カウボーイ・ビパップ,
legit,きれい、かっこいい,月がきれい,新作ゲームグラフィックがやべえの文脈
pecking order,序列,月がきれい,スクールカースト
Captain Obvious,わかりきったことをいう人への皮肉,月がきれい,
embroidery,刺繍,月がきれい,太宰、女学生の引用
speck,斑点、小片,月がきれい,
track meet,陸上競技会,月がきれい,
disinfect,消毒する,月がきれい,
fidget,緊張による手足の動き,月がきれい,fidget toy ヒロインがよく一人でいるときに話しかける小さなぬいぐるみを指して
stuffed,1. 詰まった、2.剥製の、ぬいぐるみの,NYT,宮崎駿のインタビュー記事 stuffed goat ヤギのぬいぐるみ
zeitgeist,時代精神,NYT,インフレを予想する世の中をインフレ的な時代精神と表現する文脈
pore through,熟読する,NYT,マクロ経済のモデルを熟読（よく読み解く）する専門家ですらも
indemnity,補償金,授業,労災における給与補償
Damsel in distress,苦難の乙女,鬼滅の刃,マリオのピーチ姫のような物語に出てくる囚われの姫的なポジションの総称
outspoken,率直な、臆さずものを言う,NYT,
up and coming,やり手の、将来有望な,NYT,
preemptive,先制の,NYT,
rant,どなりちらす、わめく,NYT,
scree,がれ場、石がごろごろした山の斜面,ネット記事,scree plot 二階微分が負の右下がりのグラフを指して
perpendicular,垂直（verticalは水平方向に、perpendicularは方向問わず与えられたものに垂直）,ネット記事,
eigenvector,固有ベクトル,ネット記事,
without further ado,難しい話はあとにして、前置きはこれくらいにして,ネット記事,固有値の詳しい解説をとばしたときに
mull,熟考する（over）,NHK,
promontory,岬,NHK,
uncanny,異常な、不気味な、異常なほど,NYT,uncanny ability 彼女の不気味なほど優れた能力
clown,ピエロ、ひょうきんもの,NYT,school clown クラスのひょうきんものを見て彼女は落語家を志すようになった
evince,表す（感情などを）,NYT,
buttock,臀部、尻,NYT,
slouch,前かがみに歩く,NYT,落語の酔っ払った男の描写
modal,最頻の、様式の,授業,62歳が労働市場から退出する最頻の年齢となっているが～
rile,濁らせる,授業,
homicide,殺人（正当防衛の殺人も含めた、murderは殺意ありの）,授業,
infamy,汚名、悪名,NYT,
moribund,瀕死の,NYT,瀕死の経済
hedonistic,快楽主義の,AKIRA,
twerp,（俗）ばか、迷惑な人,AKIRA,
gangway,（間投）どいたどいた！,AKIRA,バイクで走ってるシーン
tollbooth,料金所,AKIRA,
ground,（動）離陸させないでおく、行動を制限する（from）,月がきれい,I'll ground you from~主人公の母親が執筆などを辞めさせようとする文脈
hang in there,（話）がんばって,月がきれい,
pressure point,つぼ、急所,月がきれい,
writer's block,執筆中の行き詰まり,月がきれい,
pickle,"1.漬物、2,困った状況",月がきれい,That's quite a pickle それは大変ですね
Back off,引っ込んでろ、手を引いて,月がきれい,
whirlwind,つむじ風,月がきれい,
cut to the chase,本題に入る,月がきれい,
one's head in the clouds,空想にふける、ぼーっとする,月がきれい,
That hit the spot,（食べ物など）やっぱこれに限る！,月がきれい,ジュースを飲んだ後にく～やっぱこれだあ~の文脈
wind chime,風鈴,月がきれい,
scumbags,卑劣な奴、くず、かす,月がきれい,
rain on one’s parade,水を差す,月がきれい,I hate to rain on your parade　水を差すわけじゃないけど～
set in stone,もう変えられない、本決まりの,月がきれい,it's not set in stone （ヒロインが転校するかもしれない状況で）まだ確定したわけじゃないから
cheapskate,けちな人（≒miser）,月がきれい,
pace oneself,自分のペースでやる,月がきれい,ヒロインが食べるシーン
mock exam,模試,月がきれい,
and all that jazz,～など、それと似たあれこれ、などなど,月がきれい,
ginormous,とても大きい,月がきれい,編んだマフラーが予想以上に大きかった文脈
naggy,迷惑な、あら捜しをする,月がきれい,
higher-ups,上層部、お偉方,とある魔術の禁書目録,
keep a low profile,目立たないようにする、おとなしくする,とある魔術の禁書目録,上条さんが上層部に目を付けられないようにほとぼりが冷めるまで謹慎する文脈
abomination,嫌悪感を引き起こすもの,とある魔術の禁書目録,父親の趣味の水着をみて
trinket,小間物、小さなアクセサリー（価値の低い）,とある魔術の禁書目録,父親からもらった土産物
foyer,玄関、ロビー,とある魔術の禁書目録,上条さんの実家
feng shui,風水,とある魔術の禁書目録,元春の術式
give a wide berth,～に近づかない、距離を取る（to）,とある魔術の禁書目録,主人公の周りで不吉なことが起こるのを気味悪がった周りの反応
in one go ,一度に,とある魔術の禁書目録,一部だけを破壊するとより危険な術式が生み出されてしまうから一度に全部を破壊する必要がある文脈
There is more than one way to skin a cat,まだ方法はある,とある魔術の禁書目録,
keel over,転覆する、卒倒する,とある魔術の禁書目録,元春が卒倒する前に
gory,血なまぐさい、暴力や流血が見られるような,ネット記事,goriness aside~この表現の残酷さは置いておいて、語源は～ There is more than one way to skin a catの語源解説
adage,ことわざ,ネット記事,≒There is more than one way to skin a catを指して
wimp,(話)弱虫、意気地なし,鬼滅の刃,
"I do, if it’s the last thing",なにがなんでも、必ず,鬼滅の刃,上弦は必ず俺が始末する
be busted,(話)逮捕された、バレた,鬼滅の刃,男だってことがバレてた！？の文脈
have no use for,~に用はない、~をひどく嫌う,鬼滅の刃,柱以外に興味はない文脈
for that matter,あるいは、さらに言えば,鬼滅の刃,加えて、ブサイクは食べないしという文脈
have a flair for,～の才能に恵まれている,鬼滅の刃,派手好きの才能があることが求められる～
antidote,解毒剤,鬼滅の刃,
Color me impressed,感心した,鬼滅の刃,実力を発揮した主人公に、敵が感心した文脈。
nick,刻み目をつける,鬼滅の刃,nickedで刃こぼれした
fallout,１降下放射性物質、２反動、副作用,鬼滅の刃,技の反動で疲れて動けない
at the top of one's game,絶好調である,鬼滅の刃,
pesky,厄介な,鬼滅の刃,主人公が手ごわいことを敵が
game trail,獣道,鬼滅の刃,
law-abiding,堅気の、法律順守の,鬼滅の刃,
on the same page,同意する,加藤純一,be on the same page 同意する　12minutes配信にて
"Our Father who art in heaven,",天にましますわれらの父よ（宗教）artはareの古い形,とある魔術の禁書目録,
steamy,"1,蒸し暑い、2.(俗)肉欲的な、官能的な",とある魔術の禁書目録,
obsidian,黒曜石,とある魔術の禁書目録,アステカの魔術師
flay,（人・動物から）皮を剥がす,とある魔術の禁書目録,アステカの魔術師、人から皮をとるとその人に変装できる魔術
space cadet,ぼーっとした人、天然な人（cadet: 訓練生、士官候補生）,とある魔術の禁書目録,
stick one's nose in,（関係のないことに）首を突っ込む、干渉する,とある魔術の禁書目録,警察に通報した方がいいんじゃ、関係ないけど。
outstanding contract,未払い契約,とある魔術の禁書目録,これは未払いの契約金だとおもえ
lab coat,白衣,とある魔術の禁書目録,
scum,クズ,とある魔術の禁書目録,「確かに俺らはどうしようもねェ屑だ。だがそれはこいつには関係ねェだろォが！！！」
collate,照合する,とある魔術の禁書目録,レータがヒロインの脳情報をバックアップと照合して修正するシーン
Kudos,栄光、賞賛,とある魔術の禁書目録,"Kudos for trying,~ ご苦労さん、だけど無駄な努力だったようだな！の文脈"
point-blank,至近距離の、露骨な、率直な,とある魔術の禁書目録,私は至近距離で心臓を打たれたはずだけど？
out of the woods,困難を脱して、危険を免れた,とある魔術の禁書目録,
gawk,（口）ぽかんと見とれる,とある魔術の禁書目録,
cut and run,（俗）急いで逃げ出す,とある魔術の禁書目録,
cheapo,（俗）安っぽい,とある魔術の禁書目録,
hole-in-the-wall,穴場、隠れた名店、場末の店,とある魔術の禁書目録,
salacious,みだらな、わいせつな,とある魔術の禁書目録,
without batting an eye,平然と,とある魔術の禁書目録,平然とそんなお願いしてくるのお前だけだよ
without thinking twice ,ためらわずに、当然のように,とある魔術の禁書目録,英語音声版ではこっちが、平然とそんなお願いしてくるのお前だけだよ
sloppily,下手に,とある魔術の禁書目録,下手にやつを倒すと外交問題になるぞ
cause a rift,亀裂を生じさせる,とある魔術の禁書目録,
at odds,対立した、反目した,とある魔術の禁書目録,be at odds 隣人を愛する者同士が対立するとは悲しいなの文脈
see to it that,～を取り計らう,とある魔術の禁書目録,彼女に謀反を起こさせて
get all worked up,とても怒る、カッカする、取り乱す,とある魔術の禁書目録,先生の怒る姿がみれて楽しいじゃんの文脈
wield,（武器や道具を）巧みに使う、人に影響を及ぼす,とある魔術の禁書目録,
make someone's day,人の一日を幸せにする,とある魔術の禁書目録,
tall order,難しい注文、無理な注文,とある魔術の禁書目録,
pawn,1.チェスのポーン、2.手先、駒、3.質,とある魔術の禁書目録,
mace,鎚鉾,とある魔術の禁書目録,
for Heaven's sake,まったく、あきれた！,とある魔術の禁書目録,
antics,バカ騒ぎ、おどけたしぐさ、道化,とある魔術の禁書目録,あなたの騒動で迷惑をかけるなんて最低だ！
new low,新安値、最低,とある魔術の禁書目録,bothering antiskils is new low! アンチスキルに迷惑をかけるなんて最低だ!
attire,盛装（正装）させる、（名）服装,とある魔術の禁書目録,イギリス清教の偉い人の服装を指して
confetti,紙吹雪,とある魔術の禁書目録Ⅱ,レポートの紙が散り散りになった表現
take the oath,誓いを立てる,とある魔術の禁書目録Ⅱ,
incantation,呪文,とある魔術の禁書目録Ⅱ,
bosom,女性の胸,とある魔術の禁書目録Ⅱ,bosom ofで内部、教会の懐にいるみたいな文脈
vortex,渦,とある魔術の禁書目録Ⅱ,複数形vortices
head-on,正面から、面と向かう,とある魔術の禁書目録Ⅱ,charge them head-on私たちは彼らと正面から激突します
close call,危機一髪、危ない,とある魔術の禁書目録Ⅱ,it will be close call それはむずかしいことになるだろう
chomp,音を立てて噛む,とある魔術の禁書目録Ⅱ,インデックスが主人公にいつもやるやつ
quid pro quo,見返り,とある魔術の禁書目録Ⅱ,
trot out,（口）披露する、見せびらかす、持ち出す,ネット記事,パナソニックが新製品情報をメディア出ししたときに
astrologer,占星術師,NYT,
walk of life,職業、仕事,NYT,様々な職業のひとの2020年-2021年の予想が的中したか見てみよう
market cap,時価総額,NYT,テスラの時価総額は暴落するという予想は外れている
second guessing,あれこれ考える,NYT,次に取り締まりがされるのはうちの業界か戦々恐々の企業
unbridled,抑えの効かない,NYT,暴走する当局のIT取り締まり
the dead of winter,真冬,NYT,
ice-cream man,麻薬密売人,NYT,
hold forth,詳細に、長々と話す,NYT,
phlegm,痰,NYT,
boarding school,寄宿学校,NYT,
outback,オーストラリアの内陸部（人里離れた）,NYT,オーストラリアのアウトバックに生息する非常に珍しい鳥(Night parrot)の記事
quail,うずら,NYT,
aviary,鳥小屋,NYT,
holy grail,聖杯、探求の対象,NYT,その鳥は鳥類の中でも探求の対象となっている
trail goes cold,痕跡が途絶える,NYT,その鳥の発見報告は途絶えていった
brave,（動）乗り越える、勇敢に立ち向かう,NYT,brave wildfires 山火事を乗り越えて
have one's heart in one's mouth,（口）びくびくする、心配する,NYT,
government handout,（話）補助金,授業,いわゆる政府からの補助金を受け取りたくない人も中にはいて
laceration,裂傷（かなり深めの肉が見えてるレベル）,授業,労災補償の代表的事例
concurrent,同時に,授業,
business cycle,景気循環,授業,
power saw,電動ノコギリ,授業,
cash cow,金のなる木、ドル箱,授業,
varnish,ワニス、ニス,VOX,
blitz,電撃、電撃的キャンペーン,VOX,marketing blitz 電撃的な広告戦略
much to one's chagrin,残念なことに（chagrinの発音）,VOX,残念なことにリノリウムには競合メーカーが表れてしまう
against all odds,多くの困難にもかかわらず、予想に反して,VOX,予想に反して、リノリウムは復権の兆しを見せています
pitchfork,熊手（干し草を搔く農具）,TED,
general run of people,普通の人々,TED,
mortify,屈辱を与える、くやしがらせる　（mortifiedで悔しがる）,TED,
one-upmanship,人より上を行こうとすること,TED,彼らの独善的な人より先を行こうとする姿勢は、
carnage,大虐殺,鬼滅の刃,
fluke,偶然、まぐれ,鬼滅の刃,さっきわたしの首に刃がふれたのは偶然よ
clad in,を着た（cladがclotheの過去形）,鬼滅の刃,の模様の着物を着た
hemp,麻,鬼滅の刃,hemp leaf pattern 麻の葉文様
to boot,おまけに、そのうえ,鬼滅の刃,おまけに三人の妻がいるという文脈
laughing stock,笑い草、嘲笑の対象,NYT,2018年当時のテスラを指して
vault,飛び越す,NYT,テスラが販売台数で他社を飛び越すだろう
unencumbered,重荷が無くなった,NYT,設計が楽な電気自動車を指して
flout,(法、規則を)公然と無視する,NYT,ワクチンを受けない著名スポーツプレイヤーの記事
standoff,膠着状態,NYT,数時間の膠着の末オーストラリア政府は彼にビザを発行しないことを決めた
comrade,（苦楽を共にした）仲間、同士,進撃の巨人,仲間は裏切らない
euthanasia,安楽死,進撃の巨人,euthanize 安楽死させる
geezer,男性、（蔑称）老人,進撃の巨人,
beat someone to a pulp,タコ殴りにする、ひどく痛めつける,進撃の巨人,
give ~ free rein to,～に～する自由を与える(rein が手綱の意),進撃の巨人,
lackey,召使,進撃の巨人,
feel for,1.同情する、2.好きになる,進撃の巨人,悪魔の末裔を好きになったのはお前だろ
blather,無駄口をたたく,進撃の巨人,
distress call,救難信号,進撃の巨人,
internment,抑留、収容,進撃の巨人,internment zone 家族を強制居住区域から出したいの
on one's way out,落ち目である,進撃の巨人,
defect,（名）欠陥、（動詞）亡命する,進撃の巨人,あなたの勢力に亡命させてもらえるということでいいかしら？
salutation,挨拶,アプリアップデート説明,
cavalcade,（騎馬）行進、パレード,ネット記事,CESでの各社の大量の発表を比喩
braggadocio,大言壮語、自慢に満ちた,ネット記事,
if you'll pardon the expression,ちょっと言葉は悪いが、こう言うのもなんだが（失礼な表現を言う時に使う）,ネット記事,結局このチップはmacには乗らないのでこういうのもなんだがapples-to-orangesな比較になってしまう（appleとかけている）
recant,（公式に）撤回する,NYT,テストテロンを基準に使う方針を打ち出した競技連盟が方針を撤回することになった
thou shalt not,汝～するなかれ,とある魔術の禁書目録Ⅱ,
crucifix,十字架,とある魔術の禁書目録Ⅱ,
heathen,異教徒、異教の,とある魔術の禁書目録Ⅱ,heathen land 異郷の地で信仰を広めた
sophistry,詭弁,とある魔術の禁書目録Ⅱ,
chivalrous,（特に女性に対して）礼儀正しく勇敢な、騎士道的な,とある魔術の禁書目録Ⅱ,
latitude,1.緯度、2.（思考や行動の）自由、自由裁量,とある魔術の禁書目録Ⅱ,
moot,議論の的になる、議論の余地がある,とある魔術の禁書目録Ⅱ,
crosier,司教杖,とある魔術の禁書目録Ⅱ,
ingénue,純情な娘（演劇等のステレオタイプ）,とある魔術の禁書目録Ⅱ,
third wheel,カップルと同席した3人目,とある魔術の禁書目録Ⅱ,
vixen,女狐,とある魔術の禁書目録Ⅱ,狡猾な女性キャラを比喩
scatterbrained,注意散漫な,とある魔術の禁書目録Ⅱ,
isobaric,等圧な,とある魔術の禁書目録Ⅱ,天気図の説明
troglodyte,洞穴に住む人,とある魔術の禁書目録Ⅱ,
airtight,密閉した,とある魔術の禁書目録Ⅱ,
stay dry,濡れないでね,とある魔術の禁書目録Ⅱ,
out and about,出歩いて、普段どおり活動して,とある魔術の禁書目録Ⅱ,
lone,孤独な,とある魔術の禁書目録Ⅱ,she wages her lone battle 彼女は孤独な闘いをする
styptic,止血効果のある,とある魔術の禁書目録Ⅱ,
tongue twister,早口言葉,とある魔術の禁書目録Ⅱ,
traipse,歩く、ぶらぶら歩く,とある魔術の禁書目録Ⅱ,
tutu,チュチュ,とある魔術の禁書目録Ⅱ,
washed up,ダメになった、しくじった,とある魔術の禁書目録Ⅱ,脳にダメージを負って能力が使えないと思われた主人公に敵が放った言葉
big shot,（話）大物,とある魔術の禁書目録Ⅱ,一方通行
upward of,以上、more than,授業,upwards of 14 million in stock 1400万ドル以上の株を～
crossover,1.交差点、2.多ジャンルにまたがる,NYT,crossover star 多方面で活躍するスターが起こした犯罪の記事
throw one's hat in the ring,競争に参加する、選挙に立候補する,NYT,フランス大統領選に出馬する人たちの紹介
ascend the throne,即位する,NYT,エリザベス女王
tell-all,暴露,NYT,王室の一人が暴露本を出すようである
top-flight,一流の,NYT,ラリーガの一流チームもNBAのように
on a leash,（ペットなど）紐につないで,NYT,コロナ禍でペットは紐に繋いで外出しないと罰金になる国
deafening,耳をつんざくような、耳が聞こえなくなるくらいうるさい,NYT,F1への反対活動
tale as old as time,時と同じくらい古い物語＝ずっと昔からある、いつの世もある話,NYT,太古から環境を守ってきた植物の話。美女と野獣由来
moor,（船が）停泊する、（船を）係留させる,NYT,mooring site錨で海底の植物が傷ついてしまうため新たな係留場所を作った
live action,実写,NYT,マリオの実写映画
rowing,手漕ぎ,NYT,太平洋を手漕ぎボートで渡る
reveler,飲み騒ぐ人（cf. revel 楽しむ）,NYT,お祭りの描写
pas de deux,パドドゥ、二人でする踊り,NYT,
wrought,1.鍛造された、2.作られた,NYT,パンデミックによって生み出された混乱は～
tumult,騒動,NYT,一連のブリグジットの騒動
far cry,かけ離れている、程遠い,とある魔術の禁書目録Ⅱ,確かに俺は弱くなった、だがお前と俺は雲泥の差だよなあ！
waft,漂う,とある魔術の禁書目録Ⅱ,食べ物のにおいが漂って腹が減るシーン
toil,熱心に働く,とある魔術の禁書目録Ⅱ,
in the bag,大丈夫、きっと,とある魔術の禁書目録Ⅱ,I have it in the bag 賭けはどうせ私が勝つから
sap,1.(名)樹液、2(動詞)～からエネルギーを奪う,とある魔術の禁書目録Ⅱ,考えることが一番消耗すること
crucifixion,磔、はりつけ（宗教）,とある魔術の禁書目録Ⅱ,
lift a finger,腰を上げて~する、（否定形で）何一つしない,とある魔術の禁書目録Ⅱ,もし彼女が動いたら外の魔術師が群がってしまう
locust,イナゴ,とある魔術の禁書目録Ⅱ,
limp,ぐったりした,とある魔術の禁書目録Ⅱ,1週間たったレタスみたいにぐったりしてた
munchkin,小人、非常に小さい人,とある魔術の禁書目録Ⅱ,小萌先生
steering committee,実行委員会,とある魔術の禁書目録Ⅱ,
oh-so,（話）とても、非常に,とある魔術の禁書目録Ⅱ,oh-so-〇〇の形で使われていた、oh-so-subtly、oh-so-helpful
give someone the slip,から逃れる、～をまく,とある魔術の禁書目録Ⅱ,
game of cat and mouse,いたちごっこ,とある魔術の禁書目録Ⅱ,
cannonball,水に飛び込むこと、友人キャラに飛び込んで襲い掛かるときの間投詞,とある魔術の禁書目録Ⅱ,黒子が襲い掛かるシーン、元春が主人公に襲い掛かるシーン
up and running,稼働して,とある魔術の禁書目録Ⅱ,
dingbat,(口)バカ、奇人,とある魔術の禁書目録Ⅱ,
out of the blue,突然、いきなり,とある魔術の禁書目録Ⅱ,突然誘ったら、、
martyrdom,殉教,とある魔術の禁書目録Ⅱ,
belvedere ,展望台,とある魔術の禁書目録Ⅱ,
kaleidoscope,万華鏡,とある魔術の禁書目録Ⅱ,
Two for the Price of One,一個買ったららもう一つ（プロモーション）,とある魔術の禁書目録Ⅱ,
apostle,使徒（発音注意）,とある魔術の禁書目録Ⅱ,
tax incidence,税の帰着（経済学）,授業,
ad valorem tax,従価税,授業,
pelagic,遠洋の,VOX,水族館はより遠洋のサメを飼育しようとした
scaffold,1.足場（建設現場のような）、2.断頭台、絞首台,論文,chemical scafffold 薬物の構造を調べたfoldingathome の総括
gridlock,交通渋滞、混雑した状態,NYT,partisan(共和党支持者)が渋滞している議会ですら経済格差は重く受け止められている
quack,ヤブ医者の,NYT,quack treatments 彼は効果のない治療法を宣伝した
chastise,厳しく非難する,NYT,議会から非難された際に
tinder dry,（森林が）非常に乾燥して燃えやすくなった　cf. tinder 火口,NYT,気候変化で乾燥して火災が起きやすくなっている
canopy,林冠、天蓋,NYT,林冠となる大きな木まで燃えてしまう〜
acreage,土地,NYT,
conflagration,大火事,NYT,
wellspring,源泉、well head（井戸の先端）の詩的表現,NYT,アフリカ美術を芸術の源泉とする文脈
overt,明らかな,NYT,
provenance,（美術品の）来歴、（生物、酒などの）原産地,NYT,
restitution,返還、損害賠償,NYT,ヨーロッパ各国が収奪した美術品の返還
faience,スズ釉陶器の総称、（狭義）ファイアンス焼き,NYT,美術品の説明
vitrine,展示用のガラスケース,NYT,美術館の記事
larcenous,窃盗の c.f. larceny窃盗,NYT,ヨーロッパ各国がアフリカから収奪した美術品の文脈
jasper,碧玉、赤茶色のシリカの宝石,NYT,美術品の説明
alabaster,石膏または方解石、通常白いものを指す,NYT,美術品の説明
Hellenophilia,ギリシャ好き、ヨーロッパの文化がギリシャに由来するという考え,NYT,美術館の展示について従来どおりのギリシャ美術を高度で、アフリカ美術を未開とする二分論だと批判する文脈
quiver,"1,（動）震える、2.（名）矢筒",NYT,美術品の説明、矢筒のような髪は
hairdo,ヘアスタイル、髪の結い方,NYT,美術品の説明
quadruped,四足獣,NYT,
slumber,眠り,NYT,eternal slumber 永遠の眠り、墓の装飾品の話題
arresting,目を引くような,NYT,展示の中でも目を引くのが
disciple,弟子,NYT,トランプの弟子
ahem,喉を鳴らす音、コホン,NYT,ビットコインの話題でa bit (ちょっとの)を使っていたときにa bit(ahem)と
large denomination bills,高額紙幣,NYT,ビットコインのような高額の通貨は使い道がないかもしれないが
Benjamin,100ドル紙幣札,NYT,100ドル札をよく使うような犯罪者にとってはどうだろう？
allegiance,（国や宗教への）忠誠,とある魔術の禁書目録Ⅱ,ローマ正教からイギリス清教へ信仰を変える文脈
Hooray!,やった！,とある魔術の禁書目録Ⅱ,
basket case,（俗）無力な人,とある魔術の禁書目録Ⅱ,オルソラが世話になった土地に別れを告げるので感傷的になってしまって案内できない文脈
yammer,めそめそ不平を言う,とある魔術の禁書目録Ⅱ,グダグダ言ってないで～
purview,（職務の）範囲、管轄,とある魔術の禁書目録Ⅱ,
habit,修道衣,とある魔術の禁書目録Ⅱ,上条さんの右手で魔法がかかった修道衣が
fall for,（作戦、ワナに）引っかかる,とある魔術の禁書目録Ⅱ,fell for it引っかかった　よく使われていた
apostate,背教者,とある魔術の禁書目録Ⅱ,
smooch,キスする、キスをして抱き合う ,とある魔術の禁書目録Ⅱ,
rise to the occasion,（危機に）うまく対処する,とある魔術の禁書目録Ⅱ,明かされる魔法の真実に、インデックスはうまく対処する次回予告
vermin,害虫,とある魔術の禁書目録Ⅱ,
appendage,付属物,とある魔術の禁書目録Ⅱ,上条さんの右腕に対して、そんな付属物にたよるなんて!という文脈
shuffle off this mortal coil,死ぬ（シェイクスピアからの引用）,とある魔術の禁書目録Ⅱ,help you shuffle off this mortal coil 引導を渡そう、亡き者にしてくれよう
rejoice,喜ぶ、嬉しがる,とある魔術の禁書目録Ⅱ,
co-opt,1.（委員会が）新メンバーを選出する、2.（他人のアイデア、物）を盗む,とある魔術の禁書目録Ⅱ,この術式を誰かに悪用されないように
come after,追跡する、追い詰める,とある魔術の禁書目録Ⅱ,彼女たちを追い詰めるのなら俺が立ちふさがる
under the weather,体調がよくない,とある魔術の禁書目録Ⅱ,体長がよくないのは私も一緒
know-it-all,知ったかぶりをする人（≒smartass）,とある魔術の禁書目録Ⅱ,
do-gooder,非現実的な理想を掲げる慈善家,とある魔術の禁書目録Ⅱ,
scam,詐欺,とある魔術の禁書目録Ⅱ,通販で売ってる肩こり器具を指して
have someone's number,（人の）本性を知る、理解する、正体を知る,とある魔術の禁書目録Ⅱ,
debriefing,終わった後の報告,とある魔術の禁書目録Ⅱ,
blasphemy,冒涜,とある魔術の禁書目録Ⅱ,
collarbone,鎖骨,とある魔術の禁書目録Ⅱ,
welsh,（俗）約束を守らない,とある魔術の禁書目録Ⅱ,待ち合わせに遅れた主人公をwelshing rat と
get off on ~,~に興奮を感じる,とある魔術の禁書目録Ⅱ,他人の苦痛に興奮するんだね
vent,（感情を）発散する,とある魔術の禁書目録Ⅱ,venting isn't effective unless it's done verbally 気持ちの発散は口頭で行った方がいいの！
wheedle,（お世辞などを言って人）を丸め込む,とある魔術の禁書目録Ⅱ,
pint-sized,非常に小さい（発音注意）,とある魔術の禁書目録Ⅱ,打ち止めに対して
vestment,法衣、聖職者が礼拝中に着る衣服,とある魔術の禁書目録Ⅱ,
for Pete's sake,1.お願いだから、頼むから、2.まったく、あきれた,とある魔術の禁書目録Ⅱ,まったくの文脈
go commando,下着をつけない服を着る（スラング）,とある魔術の禁書目録Ⅱ,
